SKU;Quantidade;Preco;Marca;Descricao
"10100CBGET39";1;557.98;"Acero";"Bota Advanced Desert Acero Couro Militar Coturno Tático Pro"
"10100CBGET40";0;557.98;"Acero";"Bota Advanced Desert Acero Couro Militar Coturno Tático Pro"
"10100CBGET41";0;557.98;"Acero";"Bota Advanced Desert Acero Couro Militar Coturno Tático Pro"
"10100CBGET42";0;557.98;"Acero";"Bota Advanced Desert Acero Couro Militar Coturno Tático Pro"
"10100CBGET43";0;557.98;"Acero";"Bota Advanced Desert Acero Couro Militar Coturno Tático Pro"
"10100CBGET44";0;557.98;"Acero";"Bota Advanced Desert Acero Couro Militar Coturno Tático Pro"
"1267823CPTBRT38";0;395.84;"New Balance";"Tênis New Balance 413v3 Masculino Original Confortável Tenis"
"1267823CPTBRT39";0;395.84;"New Balance";"Tênis New Balance 413v3 Masculino Original Confortável Tenis"
"1267823CPTBRT40";0;395.84;"New Balance";"Tênis New Balance 413v3 Masculino Original Confortável Tenis"
"1267823CPTBRT41";0;395.84;"New Balance";"Tênis New Balance 413v3 Masculino Original Confortável Tenis"
"1267823CPTBRT42";0;395.84;"New Balance";"Tênis New Balance 413v3 Masculino Original Confortável Tenis"
"1267823CPTBRT43";0;395.84;"New Balance";"Tênis New Balance 413v3 Masculino Original Confortável Tenis"
"128607BRCMRBRT34";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCMRBRT35";1;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCMRBRT36";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCMRBRT37";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCMRBRT38";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCMRBRT39";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCMRBRT40";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCRSBRT34";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCRSBRT35";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCRSBRT36";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCRSBRT37";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCRSBRT38";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128607BRCRSBRT39";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Mile Feminino Corrida"
"128608BRCBRPTRXT34";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Distinic Feminino"
"128608BRCBRPTRXT35";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Distinic Feminino"
"128608BRCBRPTRXT36";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Distinic Feminino"
"128608BRCBRPTRXT37";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Distinic Feminino"
"128608BRCBRPTRXT38";0;499.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Distinic Feminino"
"220865BRCBRCZPTT38";0;624.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Masculino Leve Corrida"
"220865BRCBRCZPTT39";0;624.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Masculino Leve Corrida"
"220865BRCBRCZPTT40";0;624.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Masculino Leve Corrida"
"220865BRCBRCZPTT41";0;624.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Masculino Leve Corrida"
"220865BRCBRCZPTT42";0;624.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Masculino Leve Corrida"
"220865BRCBRCZPTT43";0;624.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Masculino Leve Corrida"
"220865BRCBRCZPTT44";0;624.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Masculino Leve Corrida"
"220865BRCBRPTT45";0;624.99;"Skechers";"Tênis Skechers Go Run Consistent 2.0 Masculino Leve Corrida"
"260059000CBRAZMLT23";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CBRAZMLT24";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CBRAZMLT25";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CBRAZMLT26";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CBRAZMLT27";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CBRAZMLT28";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CBRAZMLT29";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CBRAZMLT30";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CMRT23";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CMRT24";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CMRT25";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CMRT26";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CMRT27";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CMRT28";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CMRT29";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CMRT30";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CPTAMRT23";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CPTAMRT24";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CPTAMRT25";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CPTAMRT26";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CPTAMRT27";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CPTAMRT28";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CPTAMRT29";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"260059000CPTAMRT30";0;69.99;"Klin";"Tênis Freestyle Mini 260 Klin Infantil Casual Confortável"
"30966802CBRPTDRDT39";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CBRPTDRDT40";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CBRPTDRDT41";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CBRPTDRDT42";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CBRPTDRDT43";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CBRT39";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CBRT40";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CBRT41";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CBRT42";2;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CBRT43";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CORPTT39";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CORPTT40";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CORPTT41";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CORPTT42";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"30966802CORPTT43";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"3096680539CPTBRT39";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"3096680539CPTBRT40";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"3096680539CPTBRT41";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"3096680539CPTBRT42";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"3096680539CPTBRT43";0;474.99;"Puma";"Tênis Puma Shuffle Unissex Bdp Casual Original Branco Casual"
"31077801CPTBRT39";0;452.37;"Puma";"Tênis Pounce Lite Masculino Puma Original Corrida Esporte"
"31077801CPTBRT40";0;452.37;"Puma";"Tênis Pounce Lite Masculino Puma Original Corrida Esporte"
"31077801CPTBRT41";0;452.37;"Puma";"Tênis Pounce Lite Masculino Puma Original Corrida Esporte"
"31077801CPTBRT42";0;452.37;"Puma";"Tênis Pounce Lite Masculino Puma Original Corrida Esporte"
"31077801CPTBRT43";0;452.37;"Puma";"Tênis Pounce Lite Masculino Puma Original Corrida Esporte"
"31077801CPTCZT39";1;452.37;"Puma";"Tênis Pounce Lite Masculino Puma Original Corrida Esporte"
"31077801CPTCZT40 TIPO";0;452.37;"Puma";"Tênis Pounce Lite Masculino Puma Original Corrida Esporte"
"31077801CPTCZT41";0;452.37;"Puma";"Tênis Pounce Lite Masculino Puma Original Corrida Esporte"
"31077801CPTCZT42";0;452.37;"Puma";"Tênis Pounce Lite Masculino Puma Original Corrida Esporte"
"31077801CPTCZT43";0;452.37;"Puma";"Tênis Pounce Lite Masculino Puma Original Corrida Esporte"
"39744401CPTOBRDRDT34";0;452.37;"Puma";"Tênis Club Ii Puma Feminino Casual Original Confortável"
"39744401CPTOBRDRDT35";0;452.37;"Puma";"Tênis Club Ii Puma Feminino Casual Original Confortável"
"39744401CPTOBRDRDT36";0;452.37;"Puma";"Tênis Club Ii Puma Feminino Casual Original Confortável"
"39744401CPTOBRDRDT37";0;452.37;"Puma";"Tênis Club Ii Puma Feminino Casual Original Confortável"
"39744401CPTOBRDRDT38";0;452.37;"Puma";"Tênis Club Ii Puma Feminino Casual Original Confortável"
"39744401CPTOBRDRDT39";1;452.37;"Puma";"Tênis Club Ii Puma Feminino Casual Original Confortável"
"896248BRCPTOBRT34";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"896248BRCPTOBRT35";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"896248BRCPTOBRT36";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"896248BRCPTOBRT37";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"896248BRCPTOBRT38";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"896248BRCPTOBRT39";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"896248BRCPTOBRT40";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"896248BRCPTOBRT41";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"896248BRCPTOBRT42";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"896248BRCPTOBRT43";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"896248BRCPTOBRT44";0;324.99;"Skechers";"Tênis Skechers Bountiful Confortável Original"
"AD000F35539ABAACN390374";15;176.88;"adidas";"Chinelo adidas Adilette Aqua Slide Casual Confortável Branco/preto Liso 38.39 Br"
"AD000F35539ABAACN410375";35;176.88;"adidas";"Chinelo adidas Adilette Aqua Slide Casual Confortável Branco/preto Liso 40.41 Br"
"AD000F35539ABAACN430376";18;176.88;"adidas";"Chinelo adidas Adilette Aqua Slide Casual Confortável Branco/preto Liso 42.43 Br"
"AD000F35539ABAACN450377";1;176.88;"adidas";"Chinelo adidas Adilette Aqua Slide Casual Confortável Branco/preto Liso 44.45 Br"
"AD000F35543AAABCN390378";13;176.88;"adidas";"Chinelo adidas Adilette Aqua Slide Casual Confortável Preto/branco Liso 38.39 Br"
"AD000F35543AAABCN410379";11;176.88;"adidas";"Chinelo adidas Adilette Aqua Slide Casual Confortável Preto/branco Liso 40.41 Br"
"AD000F35543AAABCN430380";5;176.88;"adidas";"Chinelo adidas Adilette Aqua Slide Casual Confortável Preto/branco Liso 42.43 Br"
"AD000GZ5921ABAACN390082";0;212.26;"adidas";"Chinelo adidas Adilette Aqua Shower Slide Casual Confortável"
"AD000GZ5921ABAACN410083";1;212.26;"adidas";"Chinelo adidas Adilette Aqua Shower Slide Casual Confortável"
"AD000GZ5921ABAACN430084";0;212.26;"adidas";"Chinelo adidas Adilette Aqua Shower Slide Casual Confortável"
"AD000GZ5921ABAACN450085";0;212.26;"adidas";"Chinelo adidas Adilette Aqua Shower Slide Casual Confortável"
"AD000GZ5922AAABCN390086";0;212.26;"adidas";"Chinelo adidas Adilette Aqua Shower Slide Casual Confortável"
"AD000GZ5922AAABCN410087";0;212.26;"adidas";"Chinelo adidas Adilette Aqua Shower Slide Casual Confortável"
"AD000GZ5922AAABCN430088";0;212.26;"adidas";"Chinelo adidas Adilette Aqua Shower Slide Casual Confortável"
"AD000GZ5922AAABCN450089";0;212.26;"adidas";"Chinelo adidas Adilette Aqua Shower Slide Casual Confortável"
"AD000HQ0214AAABCN380263";8;454.64;"adidas";"Tênis adidas Duramo Rc2 Masculino Caminhada Treino Academia"
"AD000HQ0214AAABCN390264";27;454.64;"adidas";"Tênis adidas Duramo Rc2 Masculino Caminhada Treino Academia"
"AD000HQ0214AAABCN400265";11;454.64;"adidas";"Tênis adidas Duramo Rc2 Masculino Caminhada Treino Academia"
"AD000HQ0214AAABCN410266";14;454.64;"adidas";"Tênis adidas Duramo Rc2 Masculino Caminhada Treino Academia"
"AD000HQ0214AAABCN420267";1;454.64;"adidas";"Tênis adidas Duramo Rc2 Masculino Caminhada Treino Academia"
"AD000HQ0214AAABCN430268";9;454.64;"adidas";"Tênis adidas Duramo Rc2 Masculino Caminhada Treino Academia"
"AD000ID8742BVARAB350186";0;707.6;"adidas";"Tênis adidas Questar 3 Feminino Original Leve Confortável"
"AD000ID8742BVARAB360184";0;707.6;"adidas";"Tênis adidas Questar 3 Feminino Original Leve Confortável"
"AD000ID8742BVARAB370185";0;707.6;"adidas";"Tênis adidas Questar 3 Feminino Original Leve Confortável"
"AD000ID8742BVARAB380187";1;707.6;"adidas";"Tênis adidas Questar 3 Feminino Original Leve Confortável"
"AD000ID8742BVARAB390188";0;707.6;"adidas";"Tênis adidas Questar 3 Feminino Original Leve Confortável"
"AD000ID8742BVARAB400252";0;707.6;"adidas";"Tênis adidas Questar 3 Feminino Original Leve Confortável"
"AD000IE8809ADABAA400108";1;707.6;"adidas";"Tênis adidas Runfalcon 5 Masculino Original Conforto"
"AD000IE8809ADABCN390107";0;707.6;"adidas";"Tênis adidas Runfalcon 5 Masculino Original Conforto"
"AD000IE8809ADABCN410109";0;707.6;"adidas";"Tênis adidas Runfalcon 5 Masculino Original Conforto"
"AD000IE8809ADABCN420110";0;707.6;"adidas";"Tênis adidas Runfalcon 5 Masculino Original Conforto"
"AD000IE8809ADABCN430111";0;707.6;"adidas";"Tênis adidas Runfalcon 5 Masculino Original Conforto"
"AD000IE8819CPAAAB390205";0;707.6;"adidas";"Tênis adidas Runfalcon 5 Masculino Original Conforto"
"AD000IE8819CPAAAB400206";0;707.6;"adidas";"Tênis adidas Runfalcon 5 Masculino Original Conforto"
"AD000IE8819CPAAAB410207";0;707.6;"adidas";"Tênis adidas Runfalcon 5 Masculino Original Conforto"
"AD000IE8819CPAAAB420208";0;707.6;"adidas";"Tênis adidas Runfalcon 5 Masculino Original Conforto"
"AD000IE8819CPAAAB430209";0;707.6;"adidas";"Tênis adidas Runfalcon 5 Masculino Original Conforto"
"AD000IF4135ABAJCN380146";22;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IF4135ABAJCN390027";25;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IF4135ABAJCN400028";32;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IF4135ABAJCN410029";18;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IF4135ABAJCN420030";15;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IF4135ABAJCN430031";7;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IF4136ABABBW340383";23;359.99;"adidas";"Tênis adidas Advantage Base 2.0 Feminino Leve Confortável Branco Liso 34 Br"
"AD000IF4136ABABBW350384";63;359.99;"adidas";"Tênis adidas Advantage Base 2.0 Feminino Leve Confortável Branco Liso 35 Br"
"AD000IF4136ABABBW360385";89;359.99;"adidas";"Tênis adidas Advantage Base 2.0 Feminino Leve Confortável Branco Liso 36 Br"
"AD000IF4136ABABBW370386";110;359.99;"adidas";"Tênis adidas Advantage Base 2.0 Feminino Leve Confortável Branco Liso 37 Br"
"AD000IF4136ABABBW380387";109;359.99;"adidas";"Tênis adidas Advantage Base 2.0 Feminino Leve Confortável Branco Liso 38 Br"
"AD000IF4136ABABBW390388";55;359.99;"adidas";"Tênis adidas Advantage Base 2.0 Feminino Leve Confortável Branco Liso 39 Br"
"AD000IF4136ABABBW400389";29;359.99;"adidas";"Tênis adidas Advantage Base 2.0 Feminino Leve Confortável Branco Liso 40 Br"
"AD000IG9193AAABBW350112";0;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IG9193AAABBW360113";2;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IG9193AAABBW370114";4;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IG9193AAABBW380115";0;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IG9193AAABBW390116";2;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IG9193AAABBW400253";0;389.73;"adidas";"Tênis adidas Advantage Base 2.0 Casual Confortável Moderno"
"AD000IH8217AAAAAA380282";4;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8217AAAAAA390283";4;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8217AAAAAA400284";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8217AAAAAA410285";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8217AAAAAA420286";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8217AAAAAA430287";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8218AAABAE380288";2;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8218AAABAE390289";18;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8218AAABAE400290";4;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8218AAABAE410291";23;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8218AAABAE420292";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8218AAABAE430293";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Masculino Esporte Leve Confortável"
"AD000IH8225AAABCN340275";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Feminino Esporte Confortável Leve"
"AD000IH8225AAABCN350276";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Feminino Esporte Confortável Leve"
"AD000IH8225AAABCN360277";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Feminino Esporte Confortável Leve"
"AD000IH8225AAABCN370278";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Feminino Esporte Confortável Leve"
"AD000IH8225AAABCN380279";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Feminino Esporte Confortável Leve"
"AD000IH8225AAABCN390280";4;589.64;"adidas";"Tênis adidas Duramo Sl 2 Feminino Esporte Confortável Leve"
"AD000IH8225AAABCN400281";0;589.64;"adidas";"Tênis adidas Duramo Sl 2 Feminino Esporte Confortável Leve"
"AD000IH8584ABAACN380182";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8584ABAACN390065";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8584ABAACN400066";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8584ABAACN410068";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8584ABAACN420069";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8584ABAACN430070";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8584ABAACN440390";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8585AAABCN380282";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8585AAABCN390059";28;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8585AAABCN400060";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8585AAABCN410061";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8585AAABCN420062";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8585AAABCN430063";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IH8585AAABCN440391";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000IN1157ABCNCN0M0412";1;149.99;"adidas";"Camiseta adidas Adizero Essentials Masculina Corrida Leve Branco Liso M"
"AD000IN1157ABCNCN2X0415";4;149.99;"adidas";"Camiseta adidas Adizero Essentials Masculina Corrida Leve Branco Liso 2gg"
"AD000IN1157ABCNCNXL0414";2;149.99;"adidas";"Camiseta adidas Adizero Essentials Masculina Corrida Leve Branco Liso Gg"
"AD000JE9024AAABCN0L0418";11;149.99;"adidas";"Camiseta adidas Essentials Masculina Casual Leve Confortável Preto Liso G"
"AD000JE9024AAABCN0M0417";10;149.99;"adidas";"Camiseta adidas Essentials Masculina Casual Leve Confortável Preto Liso M"
"AD000JE9024AAABCN0S0416";4;149.99;"adidas";"Camiseta adidas Essentials Masculina Casual Leve Confortável Preto Liso P"
"AD000JE9024AAABCN2X0420";7;149.99;"adidas";"Camiseta adidas Essentials Masculina Casual Leve Confortável Preto Liso 2gg"
"AD000JE9024AAABCNXL0419";3;149.99;"adidas";"Camiseta adidas Essentials Masculina Casual Leve Confortável Preto Liso Gg"
"AD000JF1091AZAACN0L0423";11;149.99;"adidas";"Camiseta adidas Essentials Masculina Casual Leve Confortável Cinza Liso G"
"AD000JF1091AZAACN0M0422";12;149.99;"adidas";"Camiseta adidas Essentials Masculina Casual Leve Confortável Cinza Liso M"
"AD000JF1091AZAACN0S0421";4;149.99;"adidas";"Camiseta adidas Essentials Masculina Casual Leve Confortável Cinza Liso P"
"AD000JF1091AZAACN2X0425";1;149.99;"adidas";"Camiseta adidas Essentials Masculina Casual Leve Confortável Cinza Liso 2gg"
"AD000JF1091AZAACNXL0424";5;149.99;"adidas";"Camiseta adidas Essentials Masculina Casual Leve Confortável Cinza Liso Gg"
"AD000JI4919AJABCN390048";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000JI4919AJABCN400049";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000JI4919AJABCN410050";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000JI4919AJABCN420052";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000JI4919AJABCN430051";0;499.99;"adidas";"Tênis adidas Run 70 Masculino Corrida Casual Versátil Leve"
"AD000JJ6281AAABCN390032";2;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JJ6281ABAACN400033";0;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JJ6281ABAACN410034";0;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JJ6281ABAACN420035";0;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JJ6281ABAACN430036";0;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JJ6283ABAACN390042";0;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JJ6283ABAACN400043";0;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JJ6283ABAACN410044";0;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JJ6283ABAACN420045";0;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JJ6283ABAACN430046";0;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JJ7822AAABCN380269";5;519.61;"adidas";"Tênis adidas Runfalcon 5 Masculino Leve Confortável Original"
"AD000JJ7822AAABCN390270";0;519.61;"adidas";"Tênis adidas Runfalcon 5 Masculino Leve Confortável Original"
"AD000JJ7822AAABCN400271";0;519.61;"adidas";"Tênis adidas Runfalcon 5 Masculino Leve Confortável Original"
"AD000JJ7822AAABCN410272";0;519.61;"adidas";"Tênis adidas Runfalcon 5 Masculino Leve Confortável Original"
"AD000JJ7822AAABCN420273";0;519.61;"adidas";"Tênis adidas Runfalcon 5 Masculino Leve Confortável Original"
"AD000JJ7822AAABCN430274";0;519.61;"adidas";"Tênis adidas Runfalcon 5 Masculino Leve Confortável Original"
"AD000JK4964CPABCN380257";3;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JK4964CPABCN390258";14;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JK4964CPABCN400259";0;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
"AD000JK4964CPABCN410260";2;519.61;"adidas";"Tênis adidas Latin Run 2.0 Masculino Corrida Esporte Leve"
